epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,2341.78,0.74024,0.31222,0.00258,0.96994,0.96872,0.98797,0.85021,0.61825,0.17264,0.00229,0.00080635,0.00080635,0.00080635
100,2365.51,0.73479,0.29718,0.00257,0.97375,0.97687,0.99181,0.84906,0.63567,0.16395,0.00235,0.000804374,0.000804374,0.000804374
101,2389.07,0.69818,0.2891,0.00248,0.97737,0.97302,0.99112,0.85703,0.60716,0.16114,0.00225,0.000802398,0.000802398,0.000802398
102,2412.49,0.70151,0.28638,0.0025,0.9748,0.98033,0.99104,0.81489,0.72885,0.18162,0.00272,0.000800422,0.000800422,0.000800422
103,2435.89,0.70823,0.30303,0.00246,0.96173,0.9737,0.98983,0.81342,0.72011,0.19253,0.00268,0.000798446,0.000798446,0.000798446
104,2459.23,0.76365,0.31418,0.00263,0.97994,0.96038,0.98935,0.84529,0.64878,0.18835,0.00235,0.00079647,0.00079647,0.00079647
105,2482.61,0.73516,0.29949,0.00255,0.97639,0.9693,0.98938,0.8284,0.68796,0.17892,0.00256,0.000794494,0.000794494,0.000794494
106,2505.96,0.7516,0.30326,0.00259,0.9779,0.97815,0.99176,0.84651,0.64581,0.16204,0.00237,0.000792518,0.000792518,0.000792518
107,2529.35,0.74964,0.30634,0.00262,0.97502,0.96517,0.98725,0.84089,0.64043,0.17831,0.00237,0.000790542,0.000790542,0.000790542
108,2552.81,0.71275,0.29862,0.00249,0.98084,0.9727,0.98913,0.82167,0.69077,0.178,0.00258,0.000788566,0.000788566,0.000788566
109,2576.29,0.71716,0.31456,0.00252,0.97169,0.96365,0.98646,0.83776,0.66034,0.19562,0.00242,0.00078659,0.00078659,0.00078659
110,2599.72,0.76919,0.3046,0.00268,0.97749,0.96989,0.98709,0.82636,0.6681,0.17718,0.00247,0.000784614,0.000784614,0.000784614
111,2623.15,0.75732,0.30818,0.00262,0.97345,0.97338,0.98939,0.82689,0.69903,0.18138,0.00251,0.000782638,0.000782638,0.000782638
112,2646.55,0.77418,0.29048,0.0027,0.97566,0.97703,0.98925,0.78655,0.81995,0.19874,0.00308,0.000780662,0.000780662,0.000780662
113,2669.97,0.70375,0.29157,0.00245,0.97603,0.97557,0.98911,0.80961,0.73363,0.18065,0.00273,0.000778686,0.000778686,0.000778686
114,2693.37,0.70053,0.2914,0.00243,0.97829,0.97527,0.99129,0.85552,0.60431,0.1629,0.00222,0.00077671,0.00077671,0.00077671
115,2716.86,0.69562,0.29942,0.00243,0.98105,0.97363,0.99034,0.84876,0.62922,0.1645,0.00229,0.000774734,0.000774734,0.000774734
116,2740.18,0.72428,0.30229,0.00248,0.97391,0.98012,0.99109,0.84156,0.63894,0.16768,0.00237,0.000772758,0.000772758,0.000772758
117,2763.68,0.69791,0.30215,0.00244,0.98389,0.97206,0.98948,0.83076,0.67159,0.17351,0.00251,0.000770782,0.000770782,0.000770782
118,2787.07,0.7196,0.29808,0.0025,0.97481,0.97486,0.98934,0.84622,0.62454,0.17236,0.00231,0.000768806,0.000768806,0.000768806
119,2810.65,0.71731,0.30012,0.00248,0.97838,0.97007,0.98901,0.83428,0.65806,0.18196,0.00244,0.00076683,0.00076683,0.00076683
120,2834.18,0.69801,0.29811,0.00243,0.97806,0.97841,0.98961,0.82304,0.70079,0.1735,0.00259,0.000764854,0.000764854,0.000764854
121,2857.5,0.68773,0.30479,0.0024,0.98262,0.97358,0.99067,0.83685,0.66746,0.16554,0.00245,0.000762878,0.000762878,0.000762878
122,2881.01,0.70822,0.29415,0.00248,0.98179,0.96736,0.98936,0.85135,0.6138,0.17261,0.00226,0.000760902,0.000760902,0.000760902
123,2904.66,0.73656,0.28885,0.00251,0.97226,0.97595,0.98925,0.82939,0.66602,0.18648,0.0025,0.000758926,0.000758926,0.000758926
124,2928.11,0.68555,0.29588,0.00237,0.97639,0.97532,0.99099,0.79039,0.80354,0.20998,0.003,0.00075695,0.00075695,0.00075695
125,2951.44,0.66597,0.28391,0.0023,0.98232,0.97828,0.99161,0.84827,0.6296,0.15761,0.00235,0.000754974,0.000754974,0.000754974
126,2974.9,0.68597,0.2955,0.00238,0.979,0.96654,0.98961,0.83536,0.66312,0.17981,0.00247,0.000752997,0.000752997,0.000752997
127,2998.37,0.67628,0.30846,0.00232,0.97755,0.97301,0.98935,0.83742,0.65629,0.16946,0.00243,0.000751021,0.000751021,0.000751021
128,3021.72,0.68653,0.29414,0.00233,0.98145,0.96988,0.98815,0.82875,0.69665,0.1806,0.00251,0.000749045,0.000749045,0.000749045
129,3045.1,0.74339,0.30483,0.00264,0.97822,0.97145,0.9896,0.84332,0.63572,0.16904,0.00234,0.000747069,0.000747069,0.000747069
130,3068.43,0.69183,0.29701,0.00243,0.98174,0.97444,0.98904,0.76646,0.88154,0.20232,0.00331,0.000745093,0.000745093,0.000745093
131,3092.04,0.70751,0.29232,0.0024,0.98046,0.9765,0.98998,0.80714,0.73203,0.17597,0.00274,0.000743117,0.000743117,0.000743117
132,3115.45,0.67017,0.29362,0.00229,0.98045,0.97878,0.99033,0.79503,0.78177,0.18586,0.00292,0.000741141,0.000741141,0.000741141
133,3138.96,0.68439,0.29857,0.00241,0.96828,0.97742,0.99016,0.84927,0.63204,0.16853,0.00231,0.000739165,0.000739165,0.000739165
134,3162.42,0.68039,0.29627,0.00234,0.97905,0.97213,0.98892,0.83727,0.64429,0.16967,0.0024,0.000737189,0.000737189,0.000737189
135,3185.89,0.67975,0.29984,0.00234,0.9781,0.97262,0.98887,0.83828,0.65241,0.17879,0.00243,0.000735213,0.000735213,0.000735213
136,3209.41,0.6454,0.27651,0.00224,0.97394,0.97622,0.98941,0.84611,0.63597,0.16378,0.00231,0.000733237,0.000733237,0.000733237
137,3232.92,0.68509,0.3014,0.0024,0.98334,0.96907,0.9899,0.8139,0.71506,0.18088,0.00266,0.000731261,0.000731261,0.000731261
138,3256.36,0.69499,0.29321,0.00239,0.97735,0.97853,0.99173,0.84945,0.62574,0.15998,0.00231,0.000729285,0.000729285,0.000729285
139,3279.81,0.69325,0.31173,0.00244,0.97667,0.96732,0.98672,0.8061,0.74146,0.19183,0.00275,0.000727309,0.000727309,0.000727309
140,3303.4,0.69289,0.29404,0.00241,0.98233,0.97102,0.98922,0.79714,0.7727,0.18973,0.0029,0.000725333,0.000725333,0.000725333
141,3326.8,0.64785,0.28658,0.00225,0.97205,0.9774,0.98971,0.84913,0.61385,0.16314,0.00229,0.000723357,0.000723357,0.000723357
142,3350.04,0.65564,0.28994,0.0023,0.96619,0.96662,0.98767,0.7982,0.76657,0.20474,0.00288,0.000721381,0.000721381,0.000721381
143,3373.59,0.66217,0.28226,0.00228,0.97904,0.96099,0.98625,0.82475,0.67634,0.18528,0.00252,0.000719405,0.000719405,0.000719405
144,3397.18,0.64429,0.28098,0.00226,0.98193,0.9737,0.99072,0.83888,0.65708,0.16615,0.00243,0.000717429,0.000717429,0.000717429
145,3420.75,0.64042,0.27236,0.00226,0.97627,0.97563,0.98984,0.83656,0.65355,0.17459,0.00243,0.000715453,0.000715453,0.000715453
146,3444.36,0.67877,0.2847,0.00232,0.97765,0.97408,0.99123,0.81294,0.71809,0.17936,0.00267,0.000713477,0.000713477,0.000713477
147,3467.69,0.64446,0.27173,0.00223,0.98266,0.97689,0.98997,0.83916,0.64911,0.16581,0.00241,0.000711501,0.000711501,0.000711501
148,3491.09,0.64877,0.28643,0.00225,0.9816,0.98455,0.99203,0.84414,0.63018,0.15706,0.00233,0.000709525,0.000709525,0.000709525
149,3514.52,0.64776,0.26556,0.00226,0.98212,0.96862,0.99005,0.83323,0.66204,0.17346,0.00246,0.000707549,0.000707549,0.000707549
150,3538.19,0.65598,0.27476,0.00227,0.9731,0.97874,0.99117,0.78836,0.80055,0.19284,0.00299,0.000705573,0.000705573,0.000705573
151,3561.56,0.62218,0.26344,0.00217,0.98193,0.97562,0.99168,0.82487,0.68426,0.16833,0.00255,0.000703597,0.000703597,0.000703597
152,3584.94,0.66989,0.28252,0.00232,0.97944,0.97162,0.98773,0.84278,0.63722,0.17112,0.00236,0.000701621,0.000701621,0.000701621
153,3608.4,0.64367,0.27361,0.00223,0.98599,0.97501,0.99029,0.80331,0.75089,0.17513,0.00283,0.000699645,0.000699645,0.000699645
154,3631.97,0.60093,0.26576,0.00207,0.98652,0.9728,0.9916,0.79476,0.8002,0.18972,0.00297,0.000697669,0.000697669,0.000697669
155,3655.43,0.65061,0.28048,0.00224,0.9804,0.97391,0.98966,0.81609,0.70761,0.18027,0.00264,0.000695693,0.000695693,0.000695693
156,3678.92,0.65973,0.29241,0.00224,0.97562,0.97701,0.99175,0.82963,0.6783,0.17471,0.00253,0.000693717,0.000693717,0.000693717
157,3702.31,0.66639,0.29894,0.00231,0.97605,0.97036,0.98936,0.83706,0.65294,0.17214,0.00242,0.000691741,0.000691741,0.000691741
158,3725.71,0.65229,0.2829,0.00226,0.97917,0.97752,0.99029,0.84574,0.63127,0.16104,0.00234,0.000689765,0.000689765,0.000689765
159,3749.11,0.61933,0.26391,0.00214,0.97271,0.97309,0.98862,0.84299,0.62818,0.17621,0.00232,0.000687789,0.000687789,0.000687789
160,3772.56,0.64126,0.28921,0.00223,0.97356,0.97265,0.98683,0.81373,0.71752,0.18706,0.00267,0.000685813,0.000685813,0.000685813
161,3796.1,0.65582,0.2839,0.00228,0.98014,0.97777,0.98968,0.85291,0.62301,0.15986,0.00229,0.000683837,0.000683837,0.000683837
162,3819.45,0.675,0.28265,0.00236,0.98529,0.97144,0.99157,0.83071,0.67962,0.16582,0.00251,0.000681861,0.000681861,0.000681861
163,3842.98,0.65548,0.28318,0.00219,0.98316,0.97345,0.99112,0.80446,0.74473,0.18935,0.00279,0.000679885,0.000679885,0.000679885
164,3866.48,0.63295,0.26951,0.00222,0.9856,0.97478,0.99162,0.81504,0.70462,0.17234,0.00263,0.000677909,0.000677909,0.000677909
165,3889.99,0.63706,0.26873,0.0022,0.97579,0.97937,0.99071,0.80711,0.73764,0.18586,0.00276,0.000675933,0.000675933,0.000675933
166,3913.44,0.62404,0.27795,0.00213,0.97735,0.98214,0.99074,0.80362,0.7488,0.17731,0.00279,0.000673957,0.000673957,0.000673957
167,3936.9,0.61072,0.27872,0.00212,0.97969,0.97639,0.99187,0.82603,0.67762,0.17211,0.00253,0.000671981,0.000671981,0.000671981
168,3960.48,0.63311,0.27409,0.00219,0.98016,0.97603,0.99118,0.84643,0.6378,0.16669,0.00235,0.000670005,0.000670005,0.000670005
169,3984.05,0.65094,0.28128,0.00223,0.98157,0.97519,0.99082,0.83824,0.64754,0.16708,0.0024,0.000668029,0.000668029,0.000668029
170,4007.57,0.61575,0.26757,0.00214,0.98343,0.96823,0.98993,0.8386,0.64017,0.16712,0.00237,0.000666053,0.000666053,0.000666053
171,4031.01,0.64365,0.28158,0.0022,0.98812,0.96984,0.98942,0.83799,0.64141,0.16163,0.00241,0.000664077,0.000664077,0.000664077
172,4054.49,0.60113,0.26756,0.00203,0.9849,0.96919,0.99093,0.82615,0.67609,0.16982,0.00252,0.000662101,0.000662101,0.000662101
173,4077.9,0.63775,0.27819,0.00217,0.98752,0.9726,0.9907,0.8264,0.68214,0.16377,0.00254,0.000660125,0.000660125,0.000660125
174,4101.37,0.62552,0.2746,0.00215,0.97928,0.97972,0.99036,0.84514,0.64268,0.16539,0.00236,0.000658149,0.000658149,0.000658149
175,4124.84,0.6119,0.26381,0.0021,0.97774,0.98023,0.99026,0.84909,0.61997,0.16448,0.00227,0.000656173,0.000656173,0.000656173
176,4148.28,0.66109,0.28148,0.00224,0.97957,0.97686,0.98984,0.81118,0.72981,0.17536,0.00271,0.000654197,0.000654197,0.000654197
177,4171.91,0.61789,0.26859,0.00208,0.97966,0.97089,0.98844,0.85193,0.6013,0.16566,0.00222,0.00065222,0.00065222,0.00065222
178,4195.39,0.60252,0.27125,0.00206,0.98173,0.95856,0.98936,0.8515,0.60555,0.17083,0.00223,0.000650244,0.000650244,0.000650244
179,4218.84,0.59754,0.26542,0.00205,0.9863,0.96881,0.98851,0.82732,0.67324,0.17317,0.00249,0.000648268,0.000648268,0.000648268
180,4242.23,0.60586,0.27726,0.00205,0.97878,0.9784,0.99057,0.82168,0.69167,0.17229,0.00257,0.000646292,0.000646292,0.000646292
181,4265.77,0.62501,0.2751,0.00216,0.9765,0.97662,0.98652,0.83674,0.65125,0.16993,0.00241,0.000644316,0.000644316,0.000644316
